com.samsung.health.hrv,6307003,1
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62800471,2024-12-18 07:00:00.000,,340e1d27-064f-4fa2-9d40-71546b0e9af3.binning_data.json,62800471,2024-12-18 08:15:00.557,2024-12-18 08:15:00.557,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-18 08:00:00.000,340e1d27-064f-4fa2-9d40-71546b0e9af3,
62800471,2024-12-18 08:00:00.000,,f40ae268-17ca-437e-98ab-69106084aa26.binning_data.json,62800471,2024-12-18 09:15:31.211,2024-12-18 09:15:31.211,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-18 09:00:00.000,f40ae268-17ca-437e-98ab-69106084aa26,
62800471,2024-12-18 09:00:00.000,,05f2157b-16a1-4df2-abf0-a5406603c6ae.binning_data.json,62800471,2024-12-18 10:11:33.391,2024-12-18 10:11:33.391,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-18 10:00:00.000,05f2157b-16a1-4df2-abf0-a5406603c6ae,
62800471,2024-12-18 10:00:00.000,,af860e0c-14f1-4cb2-8575-c31e2f296455.binning_data.json,62800471,2024-12-18 11:07:25.701,2024-12-18 11:07:25.701,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-18 11:00:00.000,af860e0c-14f1-4cb2-8575-c31e2f296455,
62800471,2024-12-18 11:00:00.000,,cda4d330-027d-4a3f-8551-f43cc37c9424.binning_data.json,62800471,2024-12-18 12:15:14.262,2024-12-18 12:15:14.262,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-18 12:00:00.000,cda4d330-027d-4a3f-8551-f43cc37c9424,
62800471,2024-12-18 12:00:00.000,,3dea00f7-9248-44e2-9453-d90b43fa12fe.binning_data.json,62800471,2024-12-18 13:05:20.401,2024-12-18 13:05:20.401,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-18 13:00:00.000,3dea00f7-9248-44e2-9453-d90b43fa12fe,
62800471,2024-12-18 13:00:00.000,,5a74f59f-0fd5-4a56-97d5-f54687ed89e6.binning_data.json,62800471,2024-12-18 14:06:04.290,2024-12-18 14:06:04.290,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-18 14:00:00.000,5a74f59f-0fd5-4a56-97d5-f54687ed89e6,
62800471,2024-12-18 14:00:00.000,,69355373-f6ad-41c7-bc73-836f68cfb436.binning_data.json,62800471,2024-12-18 14:43:48.982,2024-12-18 14:43:48.982,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-18 14:43:47.537,69355373-f6ad-41c7-bc73-836f68cfb436,
62800471,2024-12-19 07:00:00.000,,7a0e365d-5613-47b1-875c-09c254d0b786.binning_data.json,62800471,2024-12-19 08:10:57.715,2024-12-19 08:10:57.715,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-19 08:00:00.000,7a0e365d-5613-47b1-875c-09c254d0b786,
62800471,2024-12-19 08:00:00.000,,49ff1723-555f-4db3-a445-04e53e227504.binning_data.json,62800471,2024-12-19 09:07:29.470,2024-12-19 09:07:29.470,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-19 09:00:00.000,49ff1723-555f-4db3-a445-04e53e227504,
62800471,2024-12-19 09:00:00.000,,1ab49bf2-7b93-4d16-8346-9ed6f8ec0306.binning_data.json,62800471,2024-12-19 10:17:51.183,2024-12-19 10:17:51.183,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-19 10:00:00.000,1ab49bf2-7b93-4d16-8346-9ed6f8ec0306,
62800471,2024-12-19 10:00:00.000,,61373687-aa9b-4078-965f-591240f38394.binning_data.json,62800471,2024-12-19 11:15:01.410,2024-12-19 11:15:01.410,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-19 11:00:00.000,61373687-aa9b-4078-965f-591240f38394,
62800471,2024-12-19 11:00:00.000,,c86417f0-e81a-4944-96f8-0219b8137544.binning_data.json,62800471,2024-12-19 12:13:22.527,2024-12-19 12:13:22.527,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-19 12:00:00.000,c86417f0-e81a-4944-96f8-0219b8137544,
