com.samsung.health.movement,6307003,1
create_sh_ver,start_time,custom,binning_data,modify_sh_ver,update_time,create_time,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
62800471,2024-12-13 20:00:00.000,,a55efd7d-1d4d-4ff4-9ff0-4230dabaaf7d.binning_data.json,62800471,2024-12-13 21:17:03.119,2024-12-13 20:16:25.986,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 20:59:59.999,a55efd7d-1d4d-4ff4-9ff0-4230dabaaf7d,
62800471,2024-12-13 18:00:00.000,,2046386b-648b-4142-ba00-c4b106cca0b5.binning_data.json,62800471,2024-12-13 19:15:50.037,2024-12-13 18:15:12.045,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 18:59:59.999,2046386b-648b-4142-ba00-c4b106cca0b5,
62800471,2024-12-13 21:00:00.000,,47dd27fb-cefb-4940-adba-9be9d7b3079c.binning_data.json,62800471,2024-12-13 22:17:41.036,2024-12-13 21:17:03.152,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 21:59:59.999,47dd27fb-cefb-4940-adba-9be9d7b3079c,
62800471,2024-12-13 22:00:00.000,,ad62614d-aba8-48c7-9bac-d575dab5e10a.binning_data.json,62800471,2024-12-13 23:18:21.033,2024-12-13 22:17:41.137,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 22:59:59.999,ad62614d-aba8-48c7-9bac-d575dab5e10a,
62800471,2024-12-13 23:00:00.000,,4cddcdf7-a877-44ba-8809-bafe1b84961c.binning_data.json,62800471,2024-12-14 00:19:00.036,2024-12-13 23:18:21.040,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-13 23:59:59.999,4cddcdf7-a877-44ba-8809-bafe1b84961c,
62800471,2024-12-14 00:00:00.000,,229f86ef-e082-4648-b033-92cd3cb080e2.binning_data.json,62800471,2024-12-14 01:19:36.044,2024-12-14 00:19:00.044,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-14 00:59:59.999,229f86ef-e082-4648-b033-92cd3cb080e2,
62800471,2024-12-14 01:00:00.000,,8984ef07-7b47-491f-87ef-0f0fa705737f.binning_data.json,62800471,2024-12-14 02:00:01.044,2024-12-14 01:19:36.051,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-14 01:59:59.999,8984ef07-7b47-491f-87ef-0f0fa705737f,
62800471,2024-12-14 04:00:00.000,,68b9fa0e-ab8d-44ba-9fd8-f38e52eaa64a.binning_data.json,62800471,2024-12-14 04:33:02.253,2024-12-14 04:01:15.047,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-14 04:41:59.999,68b9fa0e-ab8d-44ba-9fd8-f38e52eaa64a,
62800471,2024-12-14 05:03:00.000,,7548cf1b-d91a-4ce3-a21f-2a077d6c8679.binning_data.json,62800471,2024-12-14 06:03:55.053,2024-12-14 05:23:30.130,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-14 05:59:59.999,7548cf1b-d91a-4ce3-a21f-2a077d6c8679,
62800471,2024-12-14 06:00:00.000,,92fab10c-2a2e-4c2f-ba0c-0d429b0fc202.binning_data.json,62800471,2024-12-14 07:04:32.038,2024-12-14 06:03:55.060,UTC-0800,b4nSrpWupN,,com.sec.android.app.shealth,2024-12-14 06:59:59.999,92fab10c-2a2e-4c2f-ba0c-0d429b0fc202,
